Post_oldid,Real_ID,date,COVID_Post,RiskFactor_2_CTA,SocialDisparities_3_CTA,Debunk_4_CTA,UncertaintyReduction_5_CTA,Testing_6_CTA,Vaccine_7_CTA,Mental_8_YesNo,Emotion_9_Number,Praise_10_Number,Pop_11_Number,Language_12_Number,Action_13_CTA,Positive_14a_Number,Negative_14b_Number,Individual_14c_Number,Collective_14d_Number,State_ recode,Gov_poli,Trifecta,White_percent,minority_percent,Poverty_percent,ProspertiyRanking,year,month,day,state,cases
131,1652,11/14/20,1,2,88,88,2,88,88,0,0,0,0,0,2,1,0,0,1,4,1,1,54.1,45.9,13.5,40,2020,11,14,AZ,2804
132,5181,12/8/20,1,1,88,88,1,88,88,0,0,0,0,0,1,2,0,0,2,23,2,3,79.1,20.9,8.9,3,2020,12,8,MN,3051
133,9280,4/29/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,4,29,DC,112
134,9281,4/27/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,4,27,DC,51
134,4005,4/20/20,1,88,88,88,2,88,88,0,0,1,0,0,2,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,4,20,FL,744
135,417,6/14/20,1,88,88,88,8,88,88,0,0,0,0,0,8,0,2,0,2,2,1,3,60.2,39.8,10.2,39,2020,6,14,AK,12
135,9282,1/12/20,1,88,1,88,1,88,1,0,0,0,0,0,1,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,1,12,DC,
136,9283,12/16/20,1,88,1,88,1,88,1,0,0,0,0,0,1,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,12,16,DC,263
137,9284,12/13/20,1,88,1,88,1,88,1,0,0,0,0,0,1,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,12,13,DC,231
137,6373,12/22/20,1,88,88,88,2,88,2,0,0,2,0,0,2,1,0,0,1,47,2,2,67.5,32.5,9.8,7,2020,12,22,WA,1562
138,9285,10/12/20,1,88,1,88,1,88,1,0,0,0,0,0,1,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,10,12,DC,38
138,1653,11/26/20,1,2,88,88,2,88,88,0,0,0,0,0,2,1,0,0,1,4,1,1,54.1,45.9,13.5,40,2020,11,26,AZ,2599
139,9286,4/12/20,1,88,1,88,1,88,1,0,0,0,0,0,1,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,4,12,DC,97
139,2626,3/27/20,1,2,88,88,2,88,88,0,0,0,0,0,2,2,0,0,2,6,2,2,67.7,32.3,9.4,11,2020,3,27,CO,303
140,9287,8/20/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,8,20,DC,55
140,2627,11/7/20,1,6,88,88,6,88,88,0,0,0,0,0,6,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,11,7,CO,3214
141,9288,8/17/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,8,17,DC,53
141,418,11/30/20,1,0,0,0,3,88,88,1,0,0,0,0,3,1,0,0,1,2,1,3,60.2,39.8,10.2,39,2020,11,30,AK,511
142,9289,8/14/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,8,14,DC,94
142,1654,11/21/20,1,3,0,0,3,88,88,0,0,0,0,0,3,3,0,0,3,4,1,1,54.1,45.9,13.5,40,2020,11,21,AZ,4117
143,9290,12/8/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,12,8,DC,270
143,5182,12/4/20,1,2,88,88,2,88,88,0,0,0,0,0,2,0,1,0,1,23,2,3,79.1,20.9,8.9,3,2020,12,4,MN,5347
144,9291,11/8/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,11,8,DC,110
144,2628,5/23/20,1,3,88,88,3,88,88,0,0,0,0,0,3,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,5,23,CO,476
145,9292,7/29/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,7,29,DC,54
145,5183,12/1/20,1,1,88,88,1,88,88,0,0,2,0,0,1,0,0,0,0,23,2,3,79.1,20.9,8.9,3,2020,12,1,MN,3549
146,9293,10/8/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,10,8,DC,68
146,2629,4/16/20,1,2,88,88,2,88,88,0,0,1,0,0,2,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,16,CO,395
147,9294,7/28/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,7,28,DC,87
147,5460,12/22/20,1,88,88,88,88,1,88,0,0,0,0,0,1,0,0,0,0,32,2,2,55.3,44.7,13.1,15,2020,12,22,NY,10299
148,5184,12/29/20,1,88,88,88,6,6,88,0,0,0,0,0,6,3,0,0,3,23,2,3,79.1,20.9,8.9,3,2020,12,29,MN,972
149,9295,7/30/20,1,88,88,88,2,88,88,0,0,0,0,1,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,7,30,DC,58
149,5185,12/4/20,1,88,88,88,6,6,88,0,0,0,0,0,6,3,0,0,3,23,2,3,79.1,20.9,8.9,3,2020,12,4,MN,5347
150,5186,12/14/20,1,88,88,88,6,6,88,0,0,0,0,0,6,3,0,0,3,23,2,3,79.1,20.9,8.9,3,2020,12,14,MN,3018
151,5187,12/3/20,1,88,88,88,6,6,88,0,0,0,0,0,6,3,0,0,3,23,2,3,79.1,20.9,8.9,3,2020,12,3,MN,6149
152,5188,12/22/20,1,88,1,88,1,88,88,0,0,0,3,0,1,1,0,0,1,23,2,3,79.1,20.9,8.9,3,2020,12,22,MN,1700
153,9296,10/20/20,1,88,88,88,1,88,88,0,0,0,0,0,1,2,0,1,1,51,2,2,37.5,62.5,14.1,8,2020,10,20,DC,50
153,2630,12/30/20,1,88,88,88,1,1,88,0,0,0,0,0,1,2,0,0,2,6,2,2,67.7,32.3,9.4,11,2020,12,30,CO,2568
154,9297,12/2/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,12,2,DC,157
155,1655,3/13/20,1,88,88,88,1,88,88,0,0,0,0,0,1,1,0,0,1,4,1,1,54.1,45.9,13.5,40,2020,3,13,AZ,0
155,9298,8/5/20,1,88,88,88,0,88,0,0,0,0,0,1,0,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,8,5,DC,45
156,4891,12/17/20,1,88,88,88,88,88,0,0,0,0,0,0,0,0,0,0,0,13,2,2,60.8,39.2,11.4,21,2020,12,17,IL,8935
157,9299,11/4/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,11,4,DC,77
158,9300,4/6/20,1,88,88,88,2,2,88,0,0,0,0,1,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,4,6,DC,99
158,2631,10/20/20,1,88,88,88,2,88,88,0,0,0,0,0,2,1,1,0,2,6,2,2,67.7,32.3,9.4,11,2020,10,20,CO,1239
159,2632,5/8/20,1,88,88,88,1,88,88,0,0,0,0,1,1,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,5,8,CO,455
159,9301,3/6/20,1,88,88,88,2,2,88,0,0,0,0,1,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,3,6,DC,
160,9302,5/30/20,1,88,88,88,2,2,88,0,0,0,0,1,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,5,30,DC,179
160,5189,12/24/20,1,88,88,88,3,3,88,0,0,0,0,0,3,2,0,0,2,23,2,3,79.1,20.9,8.9,3,2020,12,24,MN,1884
161,9303,5/28/20,1,88,88,88,2,2,88,0,0,0,0,1,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,5,28,DC,86
161,2633,8/1/20,1,88,88,88,1,88,88,0,0,0,1,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,8,1,CO,409
162,9304,5/26/20,1,88,88,88,2,2,88,0,0,0,0,1,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,5,26,DC,109
162,5611,12/17/20,1,88,88,88,1,88,1,0,0,0,0,0,1,1,0,0,1,36,1,1,65,35,15.1,47,2020,12,17,OK,2975
163,9305,5/18/20,1,88,88,88,2,2,88,0,0,0,0,1,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,5,18,DC,147
164,9306,11/5/20,1,88,88,88,2,2,88,0,0,0,0,1,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,11,5,DC,81
164,2634,3/25/20,1,88,88,88,2,88,88,0,0,0,1,0,2,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,3,25,CO,174
165,9307,8/5/20,1,88,88,88,2,2,88,0,0,0,0,1,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,8,5,DC,45
165,2635,4/14/20,1,88,0,88,0,88,88,0,0,0,0,1,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,14,CO,250
166,5190,12/12/20,1,88,88,88,1,88,88,0,0,0,0,0,1,1,0,0,1,23,2,3,79.1,20.9,8.9,3,2020,12,12,MN,4430
166,9308,1/5/20,1,88,88,88,2,2,88,0,0,0,0,1,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,1,5,DC,
167,9309,3/16/20,1,88,88,88,8,88,88,0,0,0,0,0,8,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,3,16,DC,5
167,4892,12/10/20,1,0,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,13,2,2,60.8,39.2,11.4,21,2020,12,10,IL,11146
168,9310,12/3/20,1,88,88,88,8,88,88,0,0,0,0,0,8,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,12,3,DC,322
168,5191,12/17/20,1,88,88,88,1,88,88,0,0,0,0,0,1,1,0,0,1,23,2,3,79.1,20.9,8.9,3,2020,12,17,MN,2759
169,3496,4/7/20,1,1,88,88,1,88,88,0,0,0,1,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,4,7,DE,145
170,5850,12/12/20,1,88,88,88,0,88,88,0,0,0,0,1,0,0,0,0,0,39,2,1,71.4,28.6,11.6,18,2020,12,12,RI,0
171,5851,12/12/20,1,88,88,88,0,88,88,0,0,0,0,1,0,0,0,0,0,39,2,1,71.4,28.6,11.6,18,2020,12,12,RI,0
172,9311,11/29/20,1,88,88,88,2,88,2,0,0,0,0,0,2,1,0,0,1,51,2,2,37.5,62.5,14.1,8,2020,11,29,DC,140
172,5852,12/23/20,1,88,88,88,0,88,88,0,0,0,0,1,0,0,0,0,0,39,2,1,71.4,28.6,11.6,18,2020,12,23,RI,879
173,5853,12/24/20,1,88,88,88,0,88,88,0,0,0,0,1,0,0,0,0,0,39,2,1,71.4,28.6,11.6,18,2020,12,24,RI,0
173,9312,11/12/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,12,DC,128
174,9313,10/12/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,10,12,DC,38
174,6145,12/27/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,42,1,1,73.5,26.5,13.8,41,2020,12,27,TN,3054
175,9314,9/12/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,9,12,DC,59
176,9315,8/12/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,8,12,DC,63
176,4006,9/6/20,1,88,88,88,2,88,88,0,0,0,1,0,2,1,0,0,1,9,1,1,53.2,46.8,12.7,31,2020,9,6,FL,2564
177,9316,7/12/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,7,12,DC,46
177,4007,9/23/20,1,88,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,23,FL,2590
178,9317,5/12/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,5,12,DC,96
178,4008,9/20/20,1,88,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,20,FL,2521
179,9318,4/12/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,4,12,DC,97
179,4009,9/9/20,1,88,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,9,FL,2056
180,9319,3/12/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,3,12,DC,0
180,4010,9/5/20,1,88,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,5,FL,3656
181,5854,12/10/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,39,2,1,71.4,28.6,11.6,18,2020,12,10,RI,948
181,9320,2/12/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,2,12,DC,
182,9321,1/12/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,1,12,DC,
183,9322,11/30/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,30,DC,104
183,419,11/11/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,11,11,AK,496
184,9323,11/27/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,27,DC,201
185,1656,3/26/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,3,26,AZ,106
185,9324,11/25/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,25,DC,107
186,9325,11/24/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,24,DC,119
186,2079,12/8/20,1,88,88,88,5,88,88,0,0,0,0,0,5,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,12,8,CA,26262
187,9326,11/23/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,23,DC,139
187,2080,5/7/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,5,7,CA,1694
188,9327,11/22/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,22,DC,190
189,9328,11/20/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,20,DC,130
190,4664,3/3/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,10,1,1,52,48,13.5,37,2020,3,3,GA,0
190,9329,11/19/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,19,DC,213
191,9330,11/18/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,18,DC,156
191,6076,12/5/20,1,88,88,88,3,88,88,0,0,0,0,0,3,1,0,1,0,41,1,1,81.5,18.5,11.9,26,2020,12,5,SD,906
192,9331,11/17/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,17,DC,245
192,6077,12/29/20,1,88,88,88,1,0,88,0,0,0,0,0,1,0,0,0,0,41,1,1,81.5,18.5,11.9,26,2020,12,29,SD,500
193,9332,11/16/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,16,DC,87
193,6078,12/22/20,1,88,88,88,1,0,88,0,0,0,0,0,1,0,0,0,0,41,1,1,81.5,18.5,11.9,26,2020,12,22,SD,435
194,9333,11/16/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,16,DC,87
194,6079,12/15/20,1,88,88,88,1,0,88,0,0,0,0,0,1,0,0,0,0,41,1,1,81.5,18.5,11.9,26,2020,12,15,SD,345
195,9334,11/15/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,15,DC,163
195,6080,12/8/20,1,88,88,88,1,0,88,0,0,0,0,0,1,0,0,0,0,41,1,1,81.5,18.5,11.9,26,2020,12,8,SD,538
196,9335,11/14/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,14,DC,148
196,6081,12/1/20,1,88,88,88,1,0,88,0,0,0,0,0,1,0,0,0,0,41,1,1,81.5,18.5,11.9,26,2020,12,1,SD,448
197,9336,11/13/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,13,DC,159
197,6763,12/29/20,1,88,88,88,1,88,88,1,0,0,0,0,1,2,0,0,2,49,2,3,80.9,16.3,10.4,10,2020,12,29,WI,2919
198,9337,11/13/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,13,DC,159
198,2081,11/22/20,1,88,88,88,1,88,88,0,0,0,2,0,1,2,0,0,2,5,2,2,36.5,63.5,11.8,25,2020,11,22,CA,8804
199,9338,11/11/20,1,88,88,88,2,88,2,0,0,0,0,0,2,2,0,0,2,51,2,2,37.5,62.5,14.1,8,2020,11,11,DC,206
199,4665,4/2/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,10,1,1,52,48,13.5,37,2020,4,2,GA,697
200,9339,12/22/20,1,88,88,88,1,88,1,0,0,0,0,0,1,1,0,0,1,51,2,2,37.5,62.5,14.1,8,2020,12,22,DC,160
200,6337,12/9/20,1,88,88,88,8,88,88,0,0,0,0,0,8,4,0,1,3,46,2,1,61.2,38.8,9.9,19,2020,12,9,VA,4398
201,9340,12/22/20,1,88,88,88,1,88,1,0,0,0,0,0,1,1,0,0,1,51,2,2,37.5,62.5,14.1,8,2020,12,22,DC,160
201,2082,11/29/20,1,88,88,88,2,88,88,0,0,0,0,0,2,5,0,1,4,5,2,2,36.5,63.5,11.8,25,2020,11,29,CA,13215
202,9341,4/13/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,4,13,DC,80
202,2083,11/24/20,1,1,88,88,1,88,88,0,0,0,0,0,1,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,11,24,CA,16534
203,2084,6/29/20,1,88,88,88,1,88,88,0,0,0,0,0,1,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,6,29,CA,7040
204,9342,10/11/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,10,11,DC,66
204,5461,12/31/20,1,88,88,88,3,88,88,1,0,0,0,0,3,2,0,0,2,32,2,2,55.3,44.7,13.1,15,2020,12,31,NY,15393
205,4666,3/13/20,1,3,88,88,88,88,88,0,0,0,1,0,3,0,0,0,0,10,1,1,52,48,13.5,37,2020,3,13,GA,10
205,9343,6/11/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,6,11,DC,52
206,4667,3/17/20,1,6,88,88,6,88,88,0,0,0,0,0,6,2,0,1,1,10,1,1,52,48,13.5,37,2020,3,17,GA,24
206,9344,10/16/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,10,16,DC,89
207,9345,3/10/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,3,10,DC,0
207,4668,3/24/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,10,1,1,52,48,13.5,37,2020,3,24,GA,295
208,9346,5/21/20,1,88,88,88,3,3,88,0,0,0,0,1,3,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,5,21,DC,237
208,2085,12/18/20,1,2,88,88,88,0,0,0,0,0,0,0,2,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,12,18,CA,48243
209,9347,5/13/20,1,88,88,88,3,3,88,0,0,0,0,1,3,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,5,13,DC,99
209,6374,12/26/20,1,88,88,88,88,88,88,0,0,0,0,0,3,1,0,1,0,47,2,2,67.5,32.5,9.8,7,2020,12,26,WA,3074
210,6375,12/24/20,1,88,88,88,88,88,88,0,0,0,0,0,3,1,0,1,0,47,2,2,67.5,32.5,9.8,7,2020,12,24,WA,2437
211,6376,12/5/20,1,88,88,88,88,88,88,0,0,0,0,0,3,1,0,1,0,47,2,2,67.5,32.5,9.8,7,2020,12,5,WA,1321
212,9348,4/29/20,1,88,88,88,1,1,88,0,0,0,0,1,1,1,0,0,1,51,2,2,37.5,62.5,14.1,8,2020,4,29,DC,112
212,4972,12/26/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,14,1,1,78.4,21.6,11.9,35,2020,12,26,IN,3842
213,9349,7/29/20,1,88,88,88,1,1,88,0,0,0,0,1,1,1,0,0,1,51,2,2,37.5,62.5,14.1,8,2020,7,29,DC,54
213,5727,12/1/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,1,PA,5717
214,5728,12/10/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,10,PA,12021
214,9350,3/4/20,1,88,88,88,1,1,88,0,0,0,0,1,1,1,0,1,0,51,2,2,37.5,62.5,14.1,8,2020,3,4,DC,
215,5729,12/11/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,11,PA,12669
215,9351,1/6/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,1,6,DC,
216,9352,5/25/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,5,25,DC,115
216,5730,12/14/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,14,PA,9516
217,9353,5/15/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,5,15,DC,135
217,5731,12/15/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,15,PA,9587
218,9354,6/14/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,6,14,DC,58
218,5732,12/16/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,16,PA,10190
219,9355,11/6/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,11,6,DC,110
219,5733,12/18/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,18,PA,9186
220,5734,12/18/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,18,PA,9186
221,5735,12/3/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,3,PA,11268
222,5736,12/22/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,22,PA,7770
223,9356,11/17/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,11,17,DC,245
223,5737,12/23/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,23,PA,9725
224,9357,3/11/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,3,11,DC,6
224,5738,12/23/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,23,PA,9725
225,5739,12/25/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,25,PA,6483
225,9358,2/11/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,2,11,DC,
226,9359,10/20/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,10,20,DC,50
226,5740,12/4/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,4,PA,12089
227,9360,9/30/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,9,30,DC,26
227,5741,12/4/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,4,PA,12089
228,9361,9/29/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,9,29,DC,36
228,5742,12/8/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,8,PA,10118
229,9362,9/25/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,9,25,DC,57
229,5743,12/9/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,9,PA,8626
230,9363,9/16/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,9,16,DC,56
230,5744,12/10/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,10,PA,12021
231,9364,8/10/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,8,10,DC,54
231,5745,12/1/20,1,88,88,0,0,88,88,0,0,0,0,0,0,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,1,PA,5717
232,9365,11/29/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,51,2,2,37.5,62.5,14.1,8,2020,11,29,DC,140
232,5746,12/22/20,1,88,88,1,1,88,1,0,0,0,0,0,1,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,22,PA,7770
